id,sentence1,sentence2,label
8370,المحيط صالح للوجود البشري,الأرض مناسبة لبقاء الإنسان,1
8371,تصبح البشرة القديمة ناعمة للغاية.,تصبح البشرة القديمة خشنة للغاية.,1
8372,شرب الكثير من الجعة يمنحك شهية,شرب الكثير من البيرة يمكن أن يجعل الناس يتقيؤون,1
8373,يجب أن تكون القيادة عبر الرصيف بطيئة,يجب تسريع القيادة عبر الرصيف,0
8374,هناك الكثير من الجبال الجليدية في القطب الشمالي.,هناك العديد من الصحاري في القطب الشمالي.,0
8375,"عندما تشعر بالبرد ، يجب عليك إضافة الملابس.","عندما تشعر بالبرد ، يجب أن تقطع الملابس.",0
8376,هناك العديد من النجوم في دائرة الترفيه.,هناك العديد من الحيوانات في دائرة الترفيه.,0
8377,الصوف يأتي من القص.,الصوف يأتي من الخروف,1
8378,"هذا الفستان مكلف للغاية ، لذلك لا يمكنني تحمله.","هذا الفستان رخيص للغاية ، لذلك لا يمكنني تحمله.",0
8379,طعم الليمون حلو جدا.,طعم الليمون حامض جدا.,1
8380,لون البحر أزرق.,لون البحر أحمر.,0
8381,يمكن أن يوفر السخان بيئة درجة حرارة منخفضة,يمكن أن توفر الثلاجات بيئة درجة حرارة منخفضة,1
8382,يمكننا الذهاب للسباحة في المسبح,يمكننا الذهاب للسباحة في الفصل,0
8383,يحب العديد من الأشخاص إجراء مكالمات هاتفية على هواتفهم المحمولة.,يحب العديد من الأشخاص إجراء مكالمات هاتفية باستخدام الطوب.,0
8384,تحب السفر عن طريق الهاتف المحمول.,تحب السفر بالطائرة.,1
8385,يمكنك فتح النافذة والسماح بدخول أشعة الشمس.,يمكنك تغيير الشمس والسماح بدخول أشعة الشمس.,0
8386,يجب عليك زيارة الطبيب عندما تكون مريضا.,يجب عليك الذهاب إلى الطاهي عندما تكون مريضا.,0
8387,هناك العديد من الأرانب البيضاء الصغيرة تطفو في السماء.,هناك العديد من الغيوم تطفو في السماء.,1
8388,يمكننا أن نتعلم المعرفة من الكتب.,يمكننا أن نأكل الطعام من الكتب.,0
8389,يمكن استخدام الماء لإخماد الحرائق.,يمكن استخدام البنزين لإخماد الحرائق.,0
8390,مقهى الإنترنت هو مكان جيد لتصفح الإنترنت,مقهى الإنترنت هو مكان جيد للتعلم,0
8391,الكعكة الطازجة طعمها فظيع.,طعم الكعكة الطازجة لذيذ جدا.,1
8392,تعتبر الفيلة من أهم الاختراعات البشرية.,الكمبيوتر هو واحد من أهم اختراعات البشرية,1
8393,يمكن للناس الاستمتاع في الملعب.,يمكن للناس الاستمتاع في الشركة.,0
8394,الديناصورات لا وجود لها الآن.,الديناصورات لا تزال موجودة اليوم.,0
8395,لدي خمسة أرجل.,"لديّ إثنين،",1
8396,يمكنني تسخين الطعام في الميكروويف.,يمكنني تسخين الطعام في الغسالة.,0
8397,أوراق القيقب حمراء في الخريف.,أوراق القيقب خضراء في الخريف.,0
8398,واجب الجندي هو التدريس والتعليم.,واجب الجندي هو حماية بلاده.,1
8399,يمكن للناس الذهاب إلى الفضاء بالطائرة.,يمكن للناس الذهاب إلى الفضاء بواسطة سفينة الفضاء.,1
8400,أرتدي الصنادل في الشتاء.,أرتدي الصنادل في الصيف.,1
8401,رجل يمشي على عشرة أرجل.,رجل يمشي على قدمين.,1
8402,اتصلت بإطفائي بعد أن أغمي عليها,اتصلت بسيارة إسعاف بعد أن أغمي عليها,1
8403,طيور البطريق تعيش في الهواء.,طيور البطريق تعيش على الأرض وفي الماء,1
8404,بعض الفتيات مثل الرجال الوسيمين.,جميع الفتيات مثل الرجال الوسيمين.,0
8405,أبدو أطول في الكعب العالي.,أبدو أقصر في الكعب العالي.,0
8406,يعض البعوض الناس.,يعض الذباب الناس.,0
8407,لا يمكن للطلاب الغش في الامتحانات.,يمكن للطلاب الغش في الامتحانات.,0
8408,لا يستطيع الناس القيادة على الطريق بدون رخصة.,يمكن للأشخاص القيادة على الطريق بدون ترخيص.,0
8409,أولئك الذين يعملون بجد من المؤكد أن ينجحوا.,قد ينجح أولئك الذين يعملون بجد.,1
8410,يستخدم جميع الأشخاص اليد اليمنى للكتابة.,بعض الناس يستخدمون اليد اليمنى للكتابة.,1
8411,يمكن للموسيقى أن تجعل الناس متوترين.,يمكن للموسيقى الاسترخاء في الناس.,1
8412,تقع الشمس في الشرق.,تشرق الشمس في الشرق,1
8413,يمكننا رؤية الحيوانات في الحديقة النباتية.,يمكننا رؤية الحيوانات في حديقة الحيوانات.,1
8414,يمكنك إنقاص الوزن عن طريق تناول الوجبات السريعة.,يمكنك إنقاص الوزن عن طريق ممارسة الرياضة.,1
8415,يمكنني مشاهدة الأفلام في السينما.,يمكنني لعب ألعاب الكمبيوتر في السينما.,0
8416,يمكن للبشر الطيران.,لا يستطيع البشر الطيران.,1
8417,"كلما كانت الدراسة أصعب ، كانت درجاتك أفضل.","كلما لعبت أكثر ، كلما كانت درجاتك أفضل.",0
8418,يمكن أن يظهر السراب في الصحراء.,يمكن أن يظهر السراب فقط في الصحراء.,0
8419,إن ممارسة ألعاب الكمبيوتر لفترة طويلة أمر ضار بالصحة.,لعب ألعاب الكمبيوتر لفترة طويلة أمر جيد للصحة.,0
8420,يمكن أن تعيش الأسماك بدون ماء.,لا يمكن للأسماك أن تعيش بدون ماء.,1
8421,أنا أقرأ الكتاب.,أنا أسمع الكتاب.,0
8422,تناول الفطور جيد للصحة.,تناول وجبة الإفطار أمر سيئ للصحة.,0
8423,طعام الوجبات السريعة سيء لجسمنا.,طعام الوجبات السريعة جيد لجسمنا.,0
8424,كتابة الأوراق طريقة رائعة للاسترخاء.,الاستماع إلى الموسيقى طريقة رائعة للاسترخاء.,1
8425,يمكن للرجال أن يلدوا أطفالا.,يمكن للمرأة أن تلد أطفالا.,1
8426,الضوء الكهربائي هو اكتشاف عظيم.,الضوء الكهربائي هو اختراع عظيم.,1
8427,يمكن أن تعيش الضفادع في الماء.,لا تستطيع الضفادع العيش على الأرض.,0
8428,طعم القهوة ضعيف للغاية بالنسبة لها لذا تطلب بعض الحليب,طعم القهوة قوي للغاية بالنسبة لها لذا طلبت بعض الحليب,1
8429,نأخذ المظلات في يوم ممطر.,لا يمكننا أخذ مظلة في يوم مشمس.,0
8430,أذهب إلى المدرسة بالباص.,يمكنني الطيران إلى المدرسة.,0
8431,يمكن للصيادين صيد أسماك القرش في النهر.,يمكن للصيادين صيد أسماك القرش في البحر.,1
8432,ينمو الكمثرى على الأشجار.,تنمو البطاطا على الأشجار.,0
8433,لا يمكن استخدام الهواتف المحمولة لالتقاط الفيديو.,يمكن استخدام الهواتف المحمولة لإجراء المكالمات.,1
8434,لا يستطيع الرجال البقاء في الشعر الطويل.,يمكن للمرأة أن تبقى الشعر الطويل.,1
8435,يذهب تيم دائمًا إلى نفس المطعم لتناول الإفطار,يذهب تيم دائمًا إلى نفس صالة الألعاب الرياضية لتناول الإفطار,0
